all0,all1,all2,all3,all4,all5,all6,all7,all8,all9,all10,all11,all12,all13,all14,call0,call1,call2,call3,call4,call5,call6,call7,call8,call9,call10,call11,call12,call13,call14,mit0,mit1,mit2,mit3,mit4,mit5,mit6,mit7,mit8,mit9,mit10,mit11,mit12,mit13,mit14,rl0,rl1,rl2,rl3,rl4,rl5,rl6,rl7,rl8,rl9,rl10,rl11,rl12,rl13,rl14
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1137,759,231,22917,29662,10709,6385,4385,3392,9030,5847,1283,1788,170,47,1417,775,306,29293,33531,15400,5993,6585,5775,13281,7056,2600,2784,382,54,2075,866,565,48581,41103,24414,5519,12911,15243,26766,10704,8142,7067,1514
89,3513,1607,2309,48224,47484,32798,8499,39794,35658,72266,32196,54903,49920,22949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1285,536,205,28179,25030,15363,3475,5181,5883,9680,3935,1879,1537,192,59,2166,1057,654,48012,47335,24347,7700,15117,15060,29707,14185,9176,8779,1845
77,3596,1259,1667,63372,44599,36632,6329,36139,46364,62297,22069,47061,31300,13452,35,1000,465,130,21260,20435,11027,3099,3071,3394,5641,2668,891,712,66,41,1260,574,246,28740,25549,13943,3593,4831,5348,10981,4807,2104,1993,267,59,2152,1053,658,48269,47307,24063,7592,14644,14838,29489,14178,9366,8889,1850
84,3563,1473,2013,55717,47495,33756,7722,38449,41045,68650,28355,51343,40910,18297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,2172,1024,629,47978,46647,25121,7361,14997,15180,28747,13459,9208,8343,1693
92,3472,1801,2385,47868,51172,29342,10841,42234,35491,71496,37946,54408,53675,23118,34,961,441,120,21067,19007,10327,2898,2911,3204,5202,2392,841,634,60,44,1384,676,270,29010,30148,15881,4885,6097,5724,12220,5731,2475,2275,353,56,2135,930,610,47558,43262,25320,6119,13824,15169,28595,11971,8960,7921,1709
85,3600,1520,2050,53175,48180,35032,8421,39981,40096,67770,29035,53244,42827,18487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1436,866,359,29341,35887,14923,6898,6843,5656,15009,8695,2891,3484,523,59,2199,1042,669,46909,47228,25506,7324,15283,15110,30408,14139,9670,9144,1902
83,3549,1375,2028,55663,44187,35260,6531,36679,39596,69221,25649,52126,40484,19217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1386,711,279,29276,31351,15505,5229,6120,5828,12551,6234,2421,2418,309,61,2197,1118,712,47298,49126,24321,8250,15707,14697,31382,15580,9949,10052,2108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1332,635,226,29166,28712,15048,4598,5730,5874,10414,4928,2013,1750,204,59,2202,1052,659,47373,47609,25337,7596,15461,15188,29863,14118,9661,8940,1855
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3544,1816,2370,44922,51071,32427,11132,44141,34941,70417,38380,56367,53284,22784,28,801,292,86,18663,13083,8670,1520,1839,2749,3808,1313,529,406,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3510,1587,2241,51100,48151,32564,8698,39010,36534,71549,31477,53825,47434,22127,38,1064,528,175,21798,22544,11272,3536,3498,3488,7500,3625,1164,1150,125,41,1305,573,247,28539,26286,15065,3658,5056,5714,11350,4664,2226,2045,293,51,2076,792,483,48479,38842,26056,4887,12846,15778,23780,9336,7743,5475,1127
86,3674,1636,2019,50563,50564,36642,10299,44748,41307,65166,31907,53532,42713,17421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2012,805,521,49411,38690,23579,4918,11794,14947,25060,9645,7637,6206,1331
93,3479,1812,2466,44600,50160,30958,10782,42610,33175,72248,38455,56220,55636,24893,41,1129,603,217,21899,25325,11946,4216,3944,3531,9011,4601,1468,1667,176,36,1220,459,171,27908,22255,14763,2745,4444,5684,8141,3095,1708,1181,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3518,1777,2409,44487,50416,32435,10727,42634,34025,71978,36988,56238,53773,24092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1258,534,207,28708,24857,14410,3437,4812,5565,9587,3956,1868,1535,211,60,2186,1066,704,47004,47601,24458,7546,15111,14845,31371,14601,9890,9988,2085
87,3519,1574,2167,53243,48242,31947,8624,39498,38424,70678,31239,52359,45440,20692,42,1103,635,226,22080,25550,11005,4636,3785,3334,9309,4870,1397,1752,222,37,1229,488,178,28263,23080,14512,3017,4726,5619,8358,3419,1677,1191,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3511,1747,2348,47209,50126,31241,10354,42435,35676,70934,36098,55030,52225,22808,44,1170,747,199,22889,30406,11976,6507,4562,3673,8216,5249,1282,1355,133,51,1449,922,353,29853,37797,14696,7900,7252,5632,14521,8990,2814,3498,437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3475,1952,2513,42996,52485,29177,12627,45061,33332,71003,42365,56520,58925,24498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1414,802,326,29416,33904,14933,6263,6592,5711,13966,7476,2702,3151,406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3492,1657,2259,51345,49290,30155,9302,40425,37673,70868,33490,53144,49273,21499,35,929,463,132,21197,19326,9215,3078,2635,2936,5426,2647,782,751,69,45,1310,711,279,29750,30239,13410,5246,5585,5488,11857,6221,2187,2393,330,58,2128,1001,652,48295,45069,23858,6838,14146,14710,29533,13388,9201,8766,1864
91,3483,1757,2338,48890,50786,29281,10520,41706,36586,71704,36261,53784,52291,22413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1236,524,217,28328,24016,14098,3204,4555,5491,9974,4057,1934,1662,216,74,2287,1646,1055,41240,62417,22027,14793,19797,13020,40100,27987,12420,18159,3885
83,3491,1363,2040,58028,44579,32295,6429,35058,40136,70835,25213,50366,40690,19549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1018,335,130,26031,16020,11667,1682,2973,4765,6306,1962,1134,745,106,65,2196,1274,806,46956,53229,22634,10113,16352,14104,33735,18894,10438,12135,2538
87,3572,1610,2131,52243,48870,33010,8933,41668,39382,68580,32379,53203,45293,19390,28,834,289,89,19042,13205,9471,1489,1945,2811,4111,1301,656,445,41,42,1302,630,231,29234,28442,14514,4457,5262,5688,10336,5012,2040,1805,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3537,1503,1983,58049,48583,31297,8266,38753,42529,68216,28863,49633,40722,17433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1368,660,243,29196,29857,15702,4797,6026,5960,11049,5355,2249,1959,230,51,2031,756,519,48391,36677,24935,4397,11567,14947,25579,8849,8080,6155,1424
92,3483,1810,2376,47830,51441,29194,11034,42669,35954,71766,38282,54204,53234,23030,39,1093,562,179,21803,24042,11904,4010,3666,3477,7706,3793,1227,1178,158,46,1368,750,285,29713,32165,14413,5756,6229,5734,12317,6625,2310,2482,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1051,502,164,21560,21732,11361,3304,3395,3457,7054,3306,1130,1046,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2125,996,600,49018,45929,24276,7054,14291,15149,27539,12939,8475,7740,1527
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,963,453,142,21096,19145,10014,2891,2867,3101,6079,2718,892,840,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1463,900,325,30013,37707,15404,7790,7351,5827,13844,8399,2717,3032,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1108,765,225,23052,29247,10274,6572,4107,3277,8675,5735,1308,1709,174,49,1432,858,318,30040,36079,14875,7130,7088,5767,13309,8011,2586,2914,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1154,768,222,22868,30334,11310,6659,4443,3460,8814,5678,1371,1691,162,50,1488,883,342,29631,37491,15900,7375,7607,5907,14333,8480,2937,3299,446,56,2114,940,600,48292,43295,24568,6270,13853,15182,27907,12106,8681,7738,1606
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,953,444,117,20979,19185,10215,2969,2760,3197,5136,2357,804,587,71,44,1381,695,251,29272,31025,15647,5247,6206,5878,11296,5700,2325,2049,248,49,1999,728,448,48941,36225,24981,4420,11542,15507,22363,7968,7140,5020,1016
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1331,679,267,29370,29663,14475,4963,5655,5551,11846,5652,2207,2325,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,3032,2356,3209,35029,52355,17520,15639,40877,25099,76269,57335,53991,83437,36509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1269,542,199,28823,25160,14733,3601,4988,5645,9278,3893,1904,1465,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1161,454,212,27726,20718,12890,2457,3923,5130,9772,3461,1730,1597,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,975,515,151,21603,21084,9716,3567,2927,3022,6350,3216,906,892,95,54,1487,1017,414,29450,40640,14673,8921,7732,5565,16495,10825,3106,4471,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,988,513,153,21601,21281,9958,3531,3047,3204,6345,3210,924,942,87,41,1306,588,232,28657,26910,15037,3907,5282,5778,10632,4683,2067,1845,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1230,533,208,28646,24404,13930,3378,4594,5411,9514,4011,1817,1565,185,58,2108,989,664,48223,44533,23322,6641,13735,14627,30081,13279,9036,8903,2033
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1020,506,160,21511,21496,10722,3423,3143,3309,6882,3210,1028,1021,116,56,1544,1119,421,29118,44227,15448,10698,8710,5800,16781,11918,3246,4496,608,59,2173,1064,647,48067,47851,24359,7764,15237,15269,29431,14335,9139,8686,1724
86,3491,1548,2107,56211,48877,29999,8388,38219,40389,70630,30435,50395,43998,19519,35,971,460,135,21079,19689,10225,3009,2890,3178,5735,2685,905,783,68,41,1290,555,265,28477,25156,14571,3329,4925,5495,12046,4691,2274,2276,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,3300,1862,2603,48153,51056,23289,10871,38978,33182,76314,40338,52437,59877,27329,35,981,445,150,21157,19235,10452,2754,2835,3202,6487,2740,981,943,108,40,1268,568,212,28700,25851,14613,3796,5019,5575,9723,4313,1920,1570,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3404,1782,2496,47007,49796,27287,10060,40399,34096,74022,37526,54276,56930,25250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,1315,604,216,29065,27510,15210,4221,5533,5786,9954,4643,2035,1607,189,63,2217,1190,763,46193,51262,24092,9055,16195,14586,33246,17132,10278,11161,2363
96,3332,1898,2662,44092,50713,25547,11103,40473,31457,75695,41660,54593,61783,28334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1358,748,287,29703,32027,14236,5725,6108,5669,12305,6604,2281,2529,322,60,2173,1095,675,47995,48557,23922,8109,15316,15033,30178,14942,9420,9299,1870
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,831,254,71,18459,12243,10113,1220,2006,3043,3444,1075,538,286,19,40,1258,575,205,28907,26196,14158,4012,4908,5558,9494,4144,1778,1526,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1546,1101,439,28772,43544,15491,10140,8570,5689,17500,12082,3423,4870,628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1372,710,280,29328,31222,15145,5238,6031,5760,12380,6211,2352,2394,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,996,456,174,21178,19474,10427,2698,2869,3132,7422,3117,1113,1176,149,44,1391,648,298,28490,29074,16076,4213,5883,5745,13497,5918,2738,2741,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,994,422,139,20786,18763,11136,2526,2874,3356,6203,2552,1044,822,84,38,1210,522,181,28747,24003,13417,3430,4581,5535,8409,3645,1598,1212,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,873,322,84,19636,14871,10220,1833,2233,3051,3821,1405,643,385,31,38,1262,500,203,28224,23755,15155,3011,4632,5637,9761,3745,1957,1477,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,941,373,123,20444,16722,10361,2093,2613,3270,5501,2115,861,681,71,42,1323,607,254,28850,27498,15160,4037,5406,5632,11477,5052,2228,2065,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,1080,531,172,21694,23033,11770,3680,3510,3397,7483,3475,1212,1126,155,38,1254,500,203,28229,23541,14814,3038,4722,5600,9585,3715,1914,1456,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1063,601,179,22145,24590,10628,4505,3630,3268,7313,4069,1147,1185,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2112,982,614,48389,44954,24118,6911,13952,14988,28240,12604,8587,8069,1676
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1043,480,150,21307,21101,11459,3171,3303,3498,6688,2943,1055,921,105,47,1405,762,319,29164,32877,15159,5710,6491,5805,13713,7085,2529,2990,430,55,2155,938,547,48388,44308,26080,6694,14478,15773,26156,11444,8475,6744,1353
84,3556,1414,2072,54223,44982,34927,6846,37479,39169,69634,26593,52787,42224,19621,36,996,497,133,21686,21294,10323,3503,3104,3307,5622,2822,868,745,70,42,1363,625,236,29115,28933,15976,4382,5735,5890,10988,5018,2246,1818,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,3604,1494,1992,54500,47672,35189,8211,40186,41436,66910,28335,52089,41205,17533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1077,344,152,26097,16714,13172,1644,3243,5050,7413,2217,1387,954,145,66,2222,1336,809,46764,55346,22437,11191,17348,14469,33786,19849,10301,12233,2487
89,3521,1645,2271,49739,48477,31884,9013,40950,36660,71043,33311,54214,49454,21786,38,1023,531,172,21715,22163,10489,3639,3236,3251,7094,3524,1061,1151,122,45,1351,692,298,29307,29819,14531,4774,5816,5526,12975,6401,2509,2632,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,3398,1921,2639,41535,50428,27919,11480,43049,31249,73674,41984,56305,62166,27250,35,952,463,132,21319,19424,9734,3160,2846,3084,5540,2502,856,795,88,44,1353,696,250,29617,30838,14909,5290,5890,5782,11139,5656,2211,2050,248,54,2089,880,551,48898,41622,24702,5818,13225,15230,26177,10790,8234,6726,1470
76,3648,1256,1594,62931,44354,38940,6534,38157,47638,59410,21769,46761,29804,12193,46,1170,795,240,22816,31071,11364,6937,4584,3447,9465,6148,1473,1873,222,42,1338,630,231,29265,28671,15346,4470,5811,5792,10489,5022,2038,1746,242,61,2188,1124,706,47671,49216,23992,8342,15548,14671,31140,15660,9914,9970,2018
80,3604,1351,1809,59514,45153,35579,6755,38536,44629,64607,24927,48942,35259,15219,40,1081,596,184,21849,24546,11225,4417,3734,3436,7687,4067,1229,1263,133,45,1365,710,280,29176,31045,14881,5220,6014,5823,12315,6223,2336,2424,323,58,2176,1026,627,47987,46673,25261,7499,15122,15226,28603,13347,9256,8265,1745
95,3371,1872,2593,44773,50849,26869,11038,40857,32221,74725,40548,54793,59886,26943,38,1047,552,151,21925,23380,10907,4080,3482,3380,6395,3358,1000,916,82,40,1263,580,200,29022,26332,14124,4033,5142,5680,9131,4233,1755,1475,139,41,1813,503,317,47655,27178,24538,2501,8655,15065,17234,4621,5399,2872,666
81,3618,1407,1833,58607,46672,35937,7651,39413,43977,64466,25865,49738,36470,15334,37,1015,512,154,21490,21522,10596,3537,3268,3351,6544,3184,969,941,108,43,1323,651,252,29272,28666,14523,4629,5601,5673,11278,5349,2210,2106,257,60,2220,1101,669,47137,48998,25382,8229,16158,15220,30002,15018,9832,9135,1838
83,3581,1417,1986,55556,45367,35324,7175,38657,40912,67841,26584,51560,40084,18038,33,939,394,134,20647,17328,10202,2226,2568,3103,5854,2393,865,750,87,38,1218,505,198,28467,23217,13863,3112,4499,5418,9299,3718,1776,1408,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3471,1749,2437,45940,49555,30333,9846,41302,34138,73152,36599,55275,54674,24461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1379,742,293,29611,31936,14608,5526,6227,5718,12731,6746,2467,2578,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,3577,1400,1921,57879,45673,34928,7227,38319,42126,66400,25948,50513,38423,16962,32,896,402,94,20230,17434,9500,2665,2465,3048,4172,1806,620,453,36,38,1180,504,199,28109,23027,13310,3094,4066,5231,9093,3705,1704,1452,185,60,2175,1075,695,47413,47584,24143,7703,15039,14769,31257,14788,9703,9665,2064
98,3342,1968,2785,37635,50111,27965,11782,42348,28359,75075,43311,57146,66960,30043,36,977,482,148,21387,20089,9959,3195,2962,3139,6278,2950,952,903,92,45,1334,716,274,29621,30588,13791,5411,5913,5628,11838,6101,2222,2353,325,69,2230,1427,919,44916,57014,21991,11820,17543,13606,36998,22707,11271,14735,3132
91,3429,1692,2403,49198,48891,28373,9153,39576,35337,74265,35191,53151,52747,24394,35,997,461,134,21435,20122,10632,3023,3101,3334,5808,2686,883,772,64,48,1401,825,303,29961,34551,14508,6751,6795,5694,12854,7460,2426,2777,308,67,2287,1388,823,45302,57508,24033,12007,18705,14631,34166,20779,10929,12641,2478
87,3521,1553,2188,52309,47425,32389,8006,39243,38003,70627,30818,53134,46351,20820,41,1125,634,186,22240,26738,11910,4945,3978,3556,7766,4314,1270,1263,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3578,1529,2041,54432,47699,33452,8376,40570,40792,67809,29567,51952,42645,18182,32,974,366,130,20295,16816,11342,1975,2765,3446,5898,2159,975,737,89,54,1473,1016,415,29175,40219,14501,8890,7629,5652,16584,10881,3004,4400,633,54,2041,882,549,49655,41364,23196,5754,12666,15007,25873,10935,7802,6732,1383
100,3232,2053,2897,39180,51483,24097,12465,40392,27383,76457,46807,55622,70185,32243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2032,820,506,49694,39392,23890,5223,12294,15251,24490,9686,7581,5959,1232
90,3519,1690,2315,48062,48989,31914,9678,41920,35959,71146,34336,54608,51014,22452,29,875,314,92,19492,14516,9937,1680,2203,3131,4232,1504,673,430,40,49,1445,833,343,29152,35085,15501,6505,6933,5774,14749,8173,2830,3290,456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3516,1624,2292,48782,48194,32316,8726,40322,36358,72080,32853,54245,49404,22581,34,959,422,139,20780,18357,10197,2572,2737,3196,5970,2487,923,814,111,49,1456,849,327,29592,35778,15616,6875,7272,5751,13862,8093,2852,3092,364,64,2193,1242,774,47246,52648,22813,9748,16052,14351,33077,18182,10165,11396,2338
82,3571,1356,1965,56161,44113,35605,6664,37096,41145,68344,24621,51301,39246,18029,39,1069,536,205,21521,22575,11194,3446,3383,3226,8615,3989,1333,1516,188,48,1427,806,322,29364,34467,15234,6294,6732,5862,13794,7580,2672,3034,388,61,2174,1132,698,47896,49486,23550,8686,15611,14760,30736,15468,9498,9794,2042
89,3527,1631,2285,48348,48068,32854,8850,40744,36295,71534,32869,54643,49609,22236,42,1151,649,212,21997,27029,12030,4893,4236,3590,8872,4862,1409,1557,168,49,1394,833,343,29654,34562,14072,6513,6400,5600,14276,8143,2637,3326,442,62,2227,1174,717,46993,51604,24719,9076,16371,14993,31373,16499,10064,10214,2031
92,3500,1750,2436,44309,48962,32096,9882,42357,33667,72176,36589,56324,54676,24433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,2217,1165,665,48177,51760,24617,9339,16447,15260,29350,15811,9508,9096,1744
80,3626,1378,1782,59409,45964,36170,7460,39771,45094,63532,25155,48708,34794,14751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2038,766,509,48593,37377,24949,4576,11837,15197,25027,8885,7911,6036,1328
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1386,793,288,29939,33703,14478,6407,6454,5658,12327,6952,2409,2560,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
